cow_id,date,milk_liters,fat_percent,feed_kg,feed_type
H2377,2024-07-12,35.32,3.25,19.09,Silage
A7863,2024-07-12,34.93,2.88,21.25,Hay
E6182,2024-07-12,26.51,3.19,18.51,Silage
V3948,2024-07-12,24.58,3.11,20.84,Silage
E3229,2024-07-12,30.8,3.02,22.33,Hay
I2506,2024-07-12,42.01,3.32,21.57,Silage
O194,2024-07-12,34.5,3.81,19.46,Hay
F2131,2024-07-12,14.33,3.62,20.84,Hay
M4054,2024-07-12,32.11,2.76,17.39,Silage
P3832,2024-07-12,35.13,2.69,22.13,Silage
V4575,2024-07-12,32.26,3.29,16.7,Hay
B3068,2024-07-12,29.92,2.92,16.73,Hay
O6552,2024-07-12,22.91,3.43,13.99,Hay
N9692,2024-07-12,32.77,3.24,16.87,Silage
Y4092,2024-07-12,36.55,4.37,21.21,Silage
N7280,2024-07-12,38.75,3.57,21.12,Hay
R3357,2024-07-12,32.18,3.55,25.97,Hay
O7477,2024-07-12,37.63,3.4,18.48,Silage
G2757,2024-07-12,35.18,3.65,22.75,Silage
O8173,2024-07-12,28.07,3.9,22.2,Hay
P6677,2024-07-12,22.24,4.46,22.05,Hay
G1028,2024-07-12,28.93,4.32,16.32,Hay
K4714,2024-07-12,37.32,2.43,23.14,Hay
T5602,2024-07-12,38,2.82,19.52,Hay
C7126,2024-07-12,32.76,3.03,17.07,Silage
H9517,2024-07-12,33.52,3.33,21.14,Silage
Y9266,2024-07-12,26.96,3.89,15.34,Hay
Q711,2024-07-13,35.18,2.73,24.8,Silage
R5369,2024-07-13,28.56,3.8,12.02,Hay
C7126,2024-07-13,37.09,3.9,20.64,Silage
I5026,2024-07-13,38.73,2.76,19.98,Silage
Y7815,2024-07-13,34.48,3.65,21.6,Hay
N9197,2024-07-13,42.26,4.58,21.07,Silage
Y4775,2024-07-13,30.17,3.32,18.05,Silage
N9692,2024-07-13,38.84,2.69,21.16,Silage
Z7830,2024-07-13,37.38,3.17,22.45,Silage
K3463,2024-07-13,31.58,3.1,19.37,Hay
S6097,2024-07-13,33.79,3.68,21.12,Silage
I1385,2024-07-13,36.51,4.32,22.42,Silage
V9643,2024-07-13,34.09,4.11,24.63,Silage
M1583,2024-07-13,38.35,3.35,24,Silage
V472,2024-07-13,29.15,3.96,18.42,Silage
E9760,2024-07-13,37.39,4,21.16,Silage
I2506,2024-07-13,34.73,3.17,21.44,Silage
C4705,2024-07-13,34.33,3.34,23.76,Hay
G8171,2024-07-13,31.55,4.36,19.08,Silage
Z4043,2024-07-13,33.1,2.46,16.77,Silage
L4232,2024-07-13,28.74,3.58,21.41,Hay
V3948,2024-07-13,31.46,3.94,15.76,Silage
J6910,2024-07-13,33.43,2.83,17.11,Silage
U5357,2024-07-13,30.3,3.86,19.82,Silage
Y9266,2024-07-13,24.67,3.21,21.25,Hay
E3229,2024-07-13,24.15,4.25,24.71,Hay
T4649,2024-07-13,39.48,2.66,21.85,Hay
T5602,2024-07-13,23.89,3.67,18.78,Hay
V4575,2024-07-13,28.56,3.21,18.33,Hay
U6809,2024-07-13,33.07,3.96,18.74,Hay
E5966,2024-07-13,36.15,2.74,17.26,Silage
R4684,2024-07-13,30.26,3.39,20.73,Hay
F9953,2024-07-13,35.63,3.74,19.59,Hay
S6386,2024-07-13,20.78,3.28,22.75,Hay
P6677,2024-07-13,30.26,4.1,15.58,Hay
B984,2024-07-13,22.06,3.77,17.79,Hay
V7756,2024-07-13,27.85,2.65,20.64,Silage
E6182,2024-07-13,42.48,3.13,18.76,Silage
J6077,2024-07-13,42.73,3.5,18.8,Silage
L9829,2024-07-13,32.59,4.22,24.85,Hay
I7447,2024-07-13,33.45,3.95,21.3,Hay
H2377,2024-07-13,46.01,3.2,22.31,Silage
U8535,2024-07-13,32.38,2.66,15.71,Silage
P3832,2024-07-13,32.02,3.8,20.94,Silage
A7863,2024-07-13,33.16,2.72,22.44,Hay
O8173,2024-07-13,35.85,2.62,21.85,Hay
Q9174,2024-07-13,35.07,3.53,19.64,Silage
I8517,2024-07-13,34.95,3.73,21.74,Silage
G150,2024-07-13,30.79,3.49,16.46,Hay
J9639,2024-07-13,41.55,3.76,18.79,Silage
G1028,2024-07-13,31.71,3.14,17.12,Hay
R3357,2024-07-13,27.61,3.35,23.04,Hay
S5427,2024-07-13,32.14,3.48,18.13,Hay
Q3500,2024-07-13,24.45,4.08,21.61,Hay
F5883,2024-07-13,34.89,4.02,21.06,Silage
G2757,2024-07-13,35.84,4.19,10.61,Silage
V3979,2024-07-13,23.29,3.09,15.08,Hay
D9038,2024-07-13,38.69,4.23,20.83,Hay
H985,2024-07-13,33.69,3.24,16.76,Silage
M4054,2024-07-13,32.53,3.62,13.35,Silage
B3068,2024-07-13,27.39,2.94,18.95,Hay
O194,2024-07-13,25.46,3.3,22.05,Hay
O6552,2024-07-13,24.8,2.94,16.93,Hay
G685,2024-07-13,41.75,3.36,20.46,Hay
F2131,2024-07-13,25.34,3.46,22.15,Hay
Y6643,2024-07-13,33.44,3.74,19.58,Silage
K4714,2024-07-13,29.39,4.47,21.19,Hay
M2207,2024-07-13,20.23,3.31,16.31,Hay
J7734,2024-07-13,31.53,2.7,18.29,Hay
Y4092,2024-07-13,35.12,4.11,19.45,Silage
W8010,2024-07-13,29.85,3.79,18.89,Silage
Y3782,2024-07-13,30.52,3.55,19.93,Silage
S9300,2024-07-13,40.08,3.93,18.34,Silage
O7477,2024-07-13,34.54,3.1,20.27,Silage
D8719,2024-07-13,25.78,3.59,19.92,Hay
H9517,2024-07-13,38.64,4.31,21.81,Silage
Z3123,2024-07-13,31.75,3.89,23.95,Hay
U1955,2024-07-13,21.35,4.31,22.93,Hay
N9197,2024-07-14,34.47,4.14,21,Silage
S5427,2024-07-14,37.51,3.34,16.92,Hay
U8535,2024-07-14,34.06,3.37,19.76,Silage
O8173,2024-07-14,28.89,3.17,26.08,Hay
Y3782,2024-07-14,31.99,3.31,22.04,Silage
Y4775,2024-07-14,29.84,4.15,25.58,Silage
R5369,2024-07-14,27,3.09,19.21,Hay
D9038,2024-07-14,25.31,3.75,18.29,Hay
O7477,2024-07-14,23.77,3.01,17.8,Silage
F5883,2024-07-14,34.87,3.59,17.4,Silage
P6677,2024-07-14,36.25,3.98,15.78,Hay
D8719,2024-07-14,33.84,3.06,22.05,Hay
K3463,2024-07-14,32.03,3.88,21.29,Hay
U6809,2024-07-14,29.5,3.68,20.18,Hay
V3948,2024-07-14,30.89,3.22,23.39,Silage
I5026,2024-07-14,32.18,3.7,14.87,Silage
I7447,2024-07-14,28.83,2.91,19.58,Hay
I8517,2024-07-14,37.28,3.39,17.49,Silage
S6097,2024-07-14,38.72,3.24,20.3,Silage
T4649,2024-07-14,27.76,3.76,14.35,Hay
Z3123,2024-07-14,34.77,3.04,24.44,Hay
M4054,2024-07-14,36.61,3.04,22.16,Silage
K9325,2024-07-14,38.39,3.71,23.85,Hay
H9517,2024-07-14,28.03,3.56,19.61,Silage
V4575,2024-07-14,24.48,2.43,23.34,Hay
V3979,2024-07-14,32.91,3.45,18.61,Hay
G8171,2024-07-14,35.03,3.56,16.4,Silage
M1583,2024-07-14,25.82,3.26,14.18,Silage
J7734,2024-07-14,31.32,4.09,25.83,Hay
K4714,2024-07-14,29.06,4.83,16.25,Hay
E6182,2024-07-14,32.34,3.2,19.54,Silage
E3229,2024-07-14,28.47,2.63,18.93,Hay
R4684,2024-07-14,35.11,4.16,18.39,Hay
N7280,2024-07-14,25.1,4.14,19.05,Hay
V7756,2024-07-14,32.67,2.86,19.26,Silage
G150,2024-07-14,33.9,4,19.21,Hay
Y9266,2024-07-14,26.58,3.35,25.14,Hay
J6910,2024-07-14,28.69,3.8,14.64,Silage
Y6643,2024-07-14,35.51,4.05,16.66,Silage
O194,2024-07-14,31.99,3.25,25.52,Hay
W8010,2024-07-14,29.92,3.73,14.4,Silage
G1028,2024-07-14,36.54,3.61,23.54,Hay
Y4092,2024-07-14,35.72,3.8,21.4,Silage
S6386,2024-07-14,35.3,3.19,26.23,Hay
U1955,2024-07-14,37.27,3.02,17.59,Hay
V9643,2024-07-14,39.21,3.15,19.15,Silage
F9953,2024-07-14,29.12,3.11,19.31,Hay
S9300,2024-07-14,41.09,3.89,16.97,Silage
J6077,2024-07-14,33.22,3.83,22.69,Silage
T5602,2024-07-14,31.06,3.93,18.26,Hay
C7126,2024-07-14,32.66,3.76,21.79,Silage
E5966,2024-07-14,29.47,3.86,24.78,Silage
G2757,2024-07-14,29.71,3.19,16.5,Silage
B984,2024-07-14,36.66,3.75,18.06,Hay
Y7815,2024-07-14,25.46,2.77,23.41,Hay
M2207,2024-07-14,41.16,3.41,19.68,Hay
L4232,2024-07-14,30.85,4.39,20.41,Hay
A7863,2024-07-14,32.04,3.77,22.14,Hay
I1385,2024-07-14,29.02,4.08,20.16,Silage
Z4043,2024-07-14,37.89,3.29,23.58,Silage
B3068,2024-07-14,25.15,3.89,13.04,Hay
Z7830,2024-07-14,33.37,3.69,20.66,Silage
F2131,2024-07-14,31.62,3.95,19.17,Hay
R3357,2024-07-14,30.25,3.71,21.7,Hay
C4705,2024-07-14,29.34,2.99,21.76,Hay
G685,2024-07-14,15.54,3.33,17.42,Hay
Q9174,2024-07-14,43.77,3.62,20.78,Silage
V472,2024-07-14,34.26,3.96,18.77,Silage
N9692,2024-07-14,28.45,3.57,23.12,Silage
O6552,2024-07-14,34.44,3.68,19.43,Hay
H985,2024-07-14,29.93,2.76,22.57,Silage
L9829,2024-07-14,38.62,2.7,18.98,Hay
E9760,2024-07-14,34.62,3.51,21.89,Silage
H2377,2024-07-14,33.72,3.83,21.83,Silage
U5357,2024-07-14,40.45,2.67,21.89,Silage
I2506,2024-07-14,28.93,2.88,15.85,Silage
Q711,2024-07-14,35.55,3.12,19.3,Silage
J9639,2024-07-14,37.63,4.85,20.16,Silage
Q3500,2024-07-14,26.31,3.26,20.17,Hay
S6097,2024-07-15,43.32,3.78,21.38,Silage
E3229,2024-07-15,25.3,4.03,17.22,Hay
T5602,2024-07-15,33.31,3.92,22.41,Hay
O6552,2024-07-15,29.25,3.8,15.7,Hay
O8173,2024-07-15,34.08,3.38,18.31,Hay
K9325,2024-07-15,27.01,3.03,15.11,Hay
C7126,2024-07-15,32.56,3.6,23.95,Silage
D9038,2024-07-15,35.64,4.15,25.69,Hay
J9639,2024-07-15,26.85,3.75,17.22,Silage
Z7830,2024-07-15,31,3.13,15.87,Silage
K4714,2024-07-15,25.52,3.62,14.29,Hay
J6910,2024-07-15,31.73,4.03,15.89,Silage
E9760,2024-07-15,36.69,2.46,21.88,Silage
O7477,2024-07-15,33.68,3.49,16.98,Silage
Y4092,2024-07-15,38.06,3.8,21.85,Silage
N9197,2024-07-15,31.93,3.11,17.55,Silage
V9643,2024-07-15,33.23,3.47,20.92,Silage
Y3782,2024-07-15,39.82,4.13,22.91,Silage
G685,2024-07-15,34.01,3.28,18.3,Hay
V7756,2024-07-15,25.35,3.36,23.5,Silage
Y6643,2024-07-15,30.72,3.83,27.62,Silage
R4684,2024-07-15,31.09,4.43,15.61,Hay
O194,2024-07-15,25.57,3.32,25.98,Hay
C4705,2024-07-15,37.75,3.13,20.15,Hay
Y9266,2024-07-15,29.65,3.7,21.19,Hay
D8719,2024-07-15,30.83,3.02,24.17,Hay
H9517,2024-07-15,40.27,3.05,15.14,Silage
M4054,2024-07-15,19.27,3.02,20.04,Silage
W8010,2024-07-15,37.2,3.5,16.92,Silage
Q3500,2024-07-15,23.94,3.37,17.27,Hay
P6677,2024-07-15,30.98,4.27,17.66,Hay
G2757,2024-07-15,37.7,3.1,26.46,Silage
Y7815,2024-07-15,25.15,3.42,17.66,Hay
L9829,2024-07-15,25.21,3.56,17.91,Hay
G8171,2024-07-15,28.85,3.55,23.02,Silage
R3357,2024-07-15,36.77,3.42,13.82,Hay
U5357,2024-07-15,26.51,3.14,18.72,Silage
N7280,2024-07-15,34.28,2.57,24.75,Hay
E6182,2024-07-15,38.62,3.18,23.73,Silage
M2207,2024-07-15,27.66,3.41,19.96,Hay
P3832,2024-07-15,30.47,3.4,19.95,Silage
F2131,2024-07-15,27.18,3.21,25.51,Hay
G150,2024-07-15,35.48,3.94,22.84,Hay
S6386,2024-07-15,33.97,3.32,22.69,Hay
Y4775,2024-07-15,34.22,3.78,21.86,Silage
U6809,2024-07-15,34.71,3.88,22.26,Hay
T4649,2024-07-15,21.89,2.94,25.24,Hay
I7447,2024-07-15,29.49,3.26,15.26,Hay
F5883,2024-07-15,36.32,3.44,20.38,Silage
B984,2024-07-15,30.25,3.81,16.63,Hay
H2377,2024-07-15,44.87,3.96,20.31,Silage
Q711,2024-07-15,38.56,3.93,18.11,Silage
V3979,2024-07-15,24.69,3.21,20.52,Hay
S9300,2024-07-15,33.12,3.39,19.98,Silage
H985,2024-07-15,37.77,4.08,22.75,Silage
Z3123,2024-07-15,28.98,3.22,16.45,Hay
I5026,2024-07-15,38.32,2.89,20.37,Silage
K3463,2024-07-15,28.25,2.97,20.58,Hay
Z4043,2024-07-15,45.13,2.55,23.51,Silage
G1028,2024-07-15,28.42,4.2,20.27,Hay
U1955,2024-07-15,23.11,2.19,19.1,Hay
B3068,2024-07-15,37.96,2.36,21.78,Hay
V4575,2024-07-15,32.35,3.87,19.21,Hay
F9953,2024-07-15,27.8,3.33,25.16,Hay
Q9174,2024-07-15,35.29,3.35,22.88,Silage
I2506,2024-07-15,37.45,3.74,21.86,Silage
U8535,2024-07-15,27.63,3.77,18.61,Silage
V472,2024-07-15,47.24,3.84,20.76,Silage
I1385,2024-07-15,32.26,2.84,17.57,Silage
J6077,2024-07-15,31.75,3.74,18.87,Silage
J7734,2024-07-15,29.13,3.27,20.52,Hay
R5369,2024-07-15,33.05,3.88,20.43,Hay
S5427,2024-07-15,27.38,4.23,21.08,Hay
N9692,2024-07-15,36.73,4.16,25.62,Silage
L4232,2024-07-15,31.11,4,23.82,Hay
V3948,2024-07-15,42.86,3.11,18.37,Silage
A7863,2024-07-15,30.49,3.44,21.53,Hay
E5966,2024-07-15,35.53,4.17,25.19,Silage
I8517,2024-07-15,43.53,4.45,14.74,Silage
M1583,2024-07-15,41.02,3.9,18.72,Silage
E9760,2024-07-16,36.83,3.8,18.02,Silage
V4575,2024-07-16,36.26,3.11,24.86,Hay
V3948,2024-07-16,30.07,3.64,20.66,Silage
V7756,2024-07-16,36.1,4.29,22.07,Silage
G2757,2024-07-16,36.85,3.19,17.06,Silage
R4684,2024-07-16,28.07,3.71,22.78,Hay
K3463,2024-07-16,31.08,3.06,23.08,Hay
J7734,2024-07-16,30.81,3.68,20.96,Hay
F5883,2024-07-16,39.85,3.91,24.17,Silage
K9325,2024-07-16,35.16,3.27,11.97,Hay
U1955,2024-07-16,32.49,3.73,23.76,Hay
S5427,2024-07-16,25.09,2.72,23.59,Hay
R5369,2024-07-16,36.51,3.99,21.98,Hay
P3832,2024-07-16,35.4,2.46,16.58,Silage
E5966,2024-07-16,36.05,4.16,17.75,Silage
N7280,2024-07-16,28.13,3.02,12.84,Hay
J6910,2024-07-16,44.23,2.34,18.3,Silage
V9643,2024-07-16,32.05,4.33,20.13,Silage
T5602,2024-07-16,33.84,3.83,17.75,Hay
G8171,2024-07-16,35.76,2.46,15.29,Silage
I8517,2024-07-16,40.04,3.41,22.07,Silage
I2506,2024-07-16,40.32,3.41,17.53,Silage
V3979,2024-07-16,33.9,3.21,19.78,Hay
O6552,2024-07-16,38.63,5.07,19.36,Hay
M4054,2024-07-16,33.72,4.28,19.62,Silage
J9639,2024-07-16,37.26,3.76,21.89,Silage
D8719,2024-07-16,31.59,3.89,20.99,Hay
H985,2024-07-16,36.17,2.7,20.33,Silage
V472,2024-07-16,35.74,3.63,20.76,Silage
U6809,2024-07-16,30.11,3.09,23.56,Hay
R3357,2024-07-16,27.17,3.06,22.87,Hay
G150,2024-07-16,25.11,3.11,23.3,Hay
F9953,2024-07-16,39.63,3.24,19.58,Hay
Z7830,2024-07-16,37.43,2.94,16.68,Silage
S9300,2024-07-16,27.37,4.14,16.06,Silage
H9517,2024-07-16,30.66,2.77,22.18,Silage
Y4092,2024-07-16,37.73,2.72,12.17,Silage
Q711,2024-07-16,35.97,3.85,16.35,Silage
U5357,2024-07-16,26.01,3.46,22.46,Silage
I5026,2024-07-16,37.64,3.32,22.73,Silage
L9829,2024-07-16,36.96,3.69,13.41,Hay
E3229,2024-07-16,26.37,2.52,24.91,Hay
G1028,2024-07-16,29.97,3.05,22.7,Hay
M2207,2024-07-16,17.82,3.78,19.51,Hay
O194,2024-07-16,29.88,3.79,21.75,Hay
S6386,2024-07-16,32.18,3.73,18.63,Hay
P6677,2024-07-16,35.56,3.95,15.55,Hay
B3068,2024-07-16,21.47,3.49,24.45,Hay
A7863,2024-07-16,37.02,3.55,21.78,Hay
Y6643,2024-07-16,31.54,3.76,18.73,Silage
Z3123,2024-07-16,23.94,2.6,17.01,Hay
S6097,2024-07-16,29.55,4.83,19.81,Silage
Q3500,2024-07-16,29.81,3.27,22.72,Hay
F2131,2024-07-16,25.29,3.68,21.25,Hay
C4705,2024-07-16,30.38,3.88,18.68,Hay
J6077,2024-07-16,41.21,3.6,21.45,Silage
C7126,2024-07-16,45.45,4,18.49,Silage
O7477,2024-07-16,29.47,3.9,20.62,Silage
B984,2024-07-16,29.43,3.88,21.94,Hay
Y9266,2024-07-16,38.95,3.89,23.79,Hay
T4649,2024-07-16,29.91,3.72,20.77,Hay
K4714,2024-07-16,38.63,4.2,17.36,Hay
I1385,2024-07-16,33.92,3.42,21.5,Silage
D9038,2024-07-16,33.84,3.43,20.96,Hay
Y7815,2024-07-16,34.94,4.19,23.31,Hay
W8010,2024-07-16,39.6,2.86,18.6,Silage
H2377,2024-07-16,34.75,3.84,18.73,Silage
N9692,2024-07-16,31.43,3.01,18.95,Silage
Y4775,2024-07-16,29.69,3.49,19.68,Silage
Q9174,2024-07-16,27.11,4.29,20.23,Silage
G685,2024-07-16,26.86,3.15,18.43,Hay
I7447,2024-07-16,32.62,3.16,17.54,Hay
O8173,2024-07-16,28.76,3.39,22.77,Hay
Z4043,2024-07-16,33.93,2.96,18.3,Silage
L4232,2024-07-16,28.07,2.62,19.19,Hay
G8171,2024-07-17,33.41,3.67,21.48,Silage
P3832,2024-07-17,30.33,3.34,23.28,Silage
E6182,2024-07-17,32.28,3.69,19.75,Silage
U5357,2024-07-17,38.83,3.84,15.34,Silage
J6910,2024-07-17,34.14,4.43,15.6,Silage
V3948,2024-07-17,31.31,4.04,21.49,Silage
B3068,2024-07-17,37.92,3.27,19.94,Hay
Z4043,2024-07-17,30.14,3.92,19.86,Silage
G1028,2024-07-17,30.25,3.93,15.94,Hay
S5427,2024-07-17,25.93,3.24,17.97,Hay
V3979,2024-07-17,31.65,2.86,18.71,Hay
Z7830,2024-07-17,30.39,3.52,19.79,Silage
K9325,2024-07-17,35.04,2.77,15.26,Hay
W8010,2024-07-17,38.42,3.4,20.14,Silage
R4684,2024-07-17,25.23,2.54,18.24,Hay
G150,2024-07-17,23.63,4.07,21.4,Hay
Y3782,2024-07-17,37.49,3.86,22.33,Silage
N7280,2024-07-17,25.16,3.32,19.25,Hay
R5369,2024-07-17,32.29,2.97,22.06,Hay
B984,2024-07-17,29.29,3.85,16.89,Hay
I1385,2024-07-17,38.61,3.75,17.81,Silage
Q9174,2024-07-17,34.86,3.76,19.37,Silage
A7863,2024-07-17,27.44,3.74,19.48,Hay
O6552,2024-07-17,24.28,4.08,19.02,Hay
R3357,2024-07-17,28.93,3.63,20.75,Hay
I2506,2024-07-17,31.24,2.72,18.03,Silage
T5602,2024-07-17,30.53,4.18,18.51,Hay
J9639,2024-07-17,43.55,3.86,24.41,Silage
S9300,2024-07-17,36.1,2.54,27.12,Silage
E5966,2024-07-17,34.52,3.57,19.47,Silage
L9829,2024-07-17,20.11,3.31,18.74,Hay
Q711,2024-07-17,35.67,2.56,15.73,Silage
V4575,2024-07-17,30.92,3.56,19.38,Hay
G2757,2024-07-17,42.25,3.39,22.17,Silage
S6097,2024-07-17,39.3,3.92,15.78,Silage
K4714,2024-07-17,26.03,3.94,20.75,Hay
H2377,2024-07-17,36.38,2.52,17.2,Silage
S6386,2024-07-17,26.95,3.04,21.32,Hay
N9197,2024-07-17,40.33,3.7,16.98,Silage
U8535,2024-07-17,34.64,3.63,22.35,Silage
V9643,2024-07-17,39.71,3.08,23.07,Silage
C4705,2024-07-17,31.98,3.21,23.54,Hay
V472,2024-07-17,38.42,3.73,24.38,Silage
N9692,2024-07-17,39.71,3.37,19.74,Silage
Y7815,2024-07-17,31.57,3.89,23.26,Hay
Y4775,2024-07-17,29.18,3.4,15.55,Silage
D9038,2024-07-17,33.92,3,20.42,Hay
J6077,2024-07-17,33.84,3.03,18.77,Silage
F5883,2024-07-17,35.04,4.19,22.59,Silage
Y4092,2024-07-17,30.82,2.53,19.87,Silage
E3229,2024-07-17,36.4,2.99,20.58,Hay
I5026,2024-07-17,34.84,3.79,18.9,Silage
M4054,2024-07-17,27.67,3.31,21.98,Silage
D8719,2024-07-17,26.94,3.91,21.47,Hay
T4649,2024-07-17,28.94,3.35,17.16,Hay
U1955,2024-07-17,36.01,3.23,17.26,Hay
L4232,2024-07-17,30.9,3.98,18.91,Hay
O8173,2024-07-17,26.74,3.79,23.95,Hay
F2131,2024-07-17,27.91,3.95,15.46,Hay
J7734,2024-07-17,21.01,4.33,15.9,Hay
M2207,2024-07-17,28.52,3.71,18.06,Hay
O194,2024-07-17,27.59,3.25,18.6,Hay
Y9266,2024-07-17,24.75,3.72,20.39,Hay
F9953,2024-07-17,24.36,3.31,24.12,Hay
Q3500,2024-07-17,27.69,3.17,19.08,Hay
G685,2024-07-17,33.91,2.25,22.56,Hay
Y6643,2024-07-17,28.2,3.45,20.91,Silage
C7126,2024-07-17,37.29,3.68,17.05,Silage
O7477,2024-07-17,34.2,3.3,17.6,Silage
M1583,2024-07-17,37.25,3.74,15.51,Silage
K3463,2024-07-17,25.11,3.96,21.68,Hay
H985,2024-07-17,25.49,4.32,19.2,Silage
I8517,2024-07-17,30.28,3.51,20.93,Silage
E9760,2024-07-17,38.24,3.44,14.86,Silage
P6677,2024-07-17,32.21,4.32,19.88,Hay
H9517,2024-07-17,37.32,3.39,16.87,Silage
U6809,2024-07-17,28.86,3.66,23.88,Hay
G8171,2024-07-18,30.52,3.34,22.25,Silage
L4232,2024-07-18,33.45,4.24,20.55,Hay
G685,2024-07-18,33.18,3.22,16.39,Hay
U5357,2024-07-18,35.85,3.29,17.6,Silage
K3463,2024-07-18,20.17,2.85,18.41,Hay
T5602,2024-07-18,21.52,3.38,18.07,Hay
F5883,2024-07-18,40.02,3.41,19.63,Silage
N7280,2024-07-18,31.51,3.66,15.88,Hay
H9517,2024-07-18,32.06,3.27,20.9,Silage
C7126,2024-07-18,33.79,3.16,19.33,Silage
H2377,2024-07-18,39.56,3.27,18.72,Silage
T4649,2024-07-18,36.47,3.9,20.43,Hay
K4714,2024-07-18,26.64,3.44,22.01,Hay
Z3123,2024-07-18,31.53,3.39,23.7,Hay
I8517,2024-07-18,35.33,4.83,20.56,Silage
I1385,2024-07-18,34,4.82,18.99,Silage
S9300,2024-07-18,37.39,3.54,16.75,Silage
E5966,2024-07-18,31.47,3.91,21.08,Silage
N9197,2024-07-18,47.88,3,15.47,Silage
J9639,2024-07-18,39.93,4.12,15.96,Silage
D9038,2024-07-18,18.08,3.22,20.54,Hay
Y6643,2024-07-18,32.87,3.59,24.31,Silage
Z4043,2024-07-18,30.84,3.69,17.04,Silage
V7756,2024-07-18,35.01,4.17,21.85,Silage
F2131,2024-07-18,34.27,2.9,20.9,Hay
B984,2024-07-18,24.8,3.6,20.16,Hay
D8719,2024-07-18,27.85,3.6,17.08,Hay
E9760,2024-07-18,33.16,3.31,16.78,Silage
V9643,2024-07-18,28.69,4.38,20.88,Silage
K9325,2024-07-18,19.08,4.05,21.94,Hay
R5369,2024-07-18,28.63,3.35,18.03,Hay
A7863,2024-07-18,31.44,3.83,20.52,Hay
Y7815,2024-07-18,24.99,2.94,21.13,Hay
R3357,2024-07-18,29.48,3.53,14.62,Hay
G1028,2024-07-18,32.17,4.05,18.7,Hay
U6809,2024-07-18,30.62,2.81,17.34,Hay
W8010,2024-07-18,29.86,3.43,22.11,Silage
V472,2024-07-18,38.43,4.08,21.06,Silage
J6077,2024-07-18,31.19,4.11,22.01,Silage
Q9174,2024-07-18,32.34,3.57,20.02,Silage
I2506,2024-07-18,36.43,3.19,18.02,Silage
U8535,2024-07-18,33.35,3.7,20.46,Silage
I5026,2024-07-18,33.7,3.62,13,Silage
S5427,2024-07-18,27.93,4,22.86,Hay
S6097,2024-07-18,41.27,4.01,16.87,Silage
Y4092,2024-07-18,41.05,3.13,21.99,Silage
E3229,2024-07-18,24.32,4.36,20.95,Hay
Q3500,2024-07-18,21.95,2.97,20.35,Hay
J7734,2024-07-18,36.28,3.81,20.61,Hay
P3832,2024-07-18,39.08,3.91,17.5,Silage
F9953,2024-07-18,26.28,3.54,18.41,Hay
O6552,2024-07-18,25.52,4.22,13.76,Hay
J6910,2024-07-18,36.46,3.32,17.1,Silage
V4575,2024-07-18,32.92,3.97,19.7,Hay
N9692,2024-07-18,29.16,3.7,19.95,Silage
M1583,2024-07-18,38.56,4.41,19.93,Silage
O8173,2024-07-18,38.35,3.14,18.04,Hay
M2207,2024-07-18,25.22,3.86,17.43,Hay
Q711,2024-07-18,29.16,4.47,20.54,Silage
O194,2024-07-18,28.36,2.91,17.51,Hay
B3068,2024-07-18,34.26,2.86,25.92,Hay
O7477,2024-07-18,46.58,3.32,14.08,Silage
M4054,2024-07-18,28.16,4.04,21.66,Silage
I7447,2024-07-18,35.55,3.18,17.89,Hay
H985,2024-07-18,25.66,3.54,20.15,Silage
L9829,2024-07-18,25.33,3.42,25.29,Hay
V3979,2024-07-18,27.52,3.43,18.67,Hay
U1955,2024-07-18,31.85,3.5,21.01,Hay
G2757,2024-07-18,34.91,4.03,22.14,Silage
Y9266,2024-07-18,29.15,3.25,18.98,Hay
S6386,2024-07-18,33.05,2.96,18.75,Hay
G150,2024-07-18,20.93,3.47,14.53,Hay
Y4775,2024-07-18,36.56,3.82,18.63,Silage
E6182,2024-07-18,32.03,3.67,20.64,Silage
Z7830,2024-07-18,34.73,4.18,18.66,Silage
R4684,2024-07-18,33.08,4.8,16.7,Hay
P6677,2024-07-18,27.8,3.66,19.55,Hay
H2377,2024-07-19,34.06,3.06,19.87,Silage
S6097,2024-07-19,33.2,4.44,23.2,Silage
R3357,2024-07-19,24.64,3.83,19.68,Hay
I1385,2024-07-19,30.71,3.31,22.05,Silage
E5966,2024-07-19,31.29,4.22,20.45,Silage
T5602,2024-07-19,38.82,3.34,18.82,Hay
L4232,2024-07-19,36.78,3.87,19.34,Hay
O8173,2024-07-19,28.4,3.88,21.46,Hay
L9829,2024-07-19,35.36,2.88,25.01,Hay
D9038,2024-07-19,21.25,3.44,18.23,Hay
Z4043,2024-07-19,41.11,3.12,18.4,Silage
E6182,2024-07-19,34.13,3.1,14.08,Silage
P3832,2024-07-19,32.3,3.27,21.17,Silage
O6552,2024-07-19,36.77,3.58,21.77,Hay
O194,2024-07-19,26.41,2.39,20.65,Hay
V3979,2024-07-19,32.4,4.34,24.21,Hay
C7126,2024-07-19,37.94,4.06,24.02,Silage
Y6643,2024-07-19,46.55,2.61,21.84,Silage
K9325,2024-07-19,28.2,3.66,26.11,Hay
I2506,2024-07-19,36.46,3.58,22.55,Silage
U1955,2024-07-19,21.08,3.3,17.84,Hay
U5357,2024-07-19,28.66,3.56,14.65,Silage
N7280,2024-07-19,28.56,4,18.89,Hay
V9643,2024-07-19,27.99,3.93,22.46,Silage
